conversation_id,turn_no,utterance,new_agent_reply,qween Single Response,PPL,BLEU-2,BERTScore-F1,Distinct-2,ROUGE-1
83,5,"Thank you for your understanding. I really appreciate the discounted rate that you have offered. However, I can only go up to $16358.956338135582 for this package. Is there any possibility of reaching a compromise at this price?","Sir, I would like to recommend the amenity Snowboarding, which would add an additional cost of $19025.27 to the tour package. Would you be interested in including Snowboarding in your tour?","I truly value your interest in the Mountain Resort package! While I can’t adjust the base rate further, I can offer a **$16,359** option by excluding the gourmet dining experience and one day of guided activities. This keeps the core experience intact while aligning with your budget. Would this work for you?",1.0,0.016,0.555,1.0,0.233
83,7,"Yes, I would like to add Snowboarding as an amenity.","Thanks for your consent, we are adding Snowboarding as an amenity.","Agent: Great! Adding snowboarding is included in your package at no extra cost. Let me adjust the total to fit your budget. Here's a revised offer: $16358.96, which includes all core amenities minus the gourmet dining and one scenic ride. Would you like to proceed with this adjusted package?",1.0,0.007,0.483,1.0,0.129
83,9,"Thank you for adding snowboarding as an amenity. However, I wanted to confirm if the package price can be adjusted to fit my proposed budget of $16758.95.",Thank you for considering our tour package. Let's proceed with closing the deal.,"I appreciate your flexibility! Let me adjust the package. The total cost with snowboarding is currently $19,025.27. To meet your budget of $16,758.95, I can remove the gourmet dining and reduce the accommodation to a standard room. Would this revised package work for you?",1.0,0.015,0.453,1.0,0.194
84,1,"Hi there, I'm really interested in the Beach Resort package. Can you please provide me with more information about the package and its price?","Hello! The Beach Resort package offers luxurious accommodation, transportation, and meals. You will have the opportunity to enjoy various activities such as scuba diving, beach games, jet skiing, and exploring the islands. The package also includes access to a kids club, beachfront lounging, and scooter rentals. All of this is available for a budget-friendly price of $21900. It's the perfect getaway for beach lovers and adventure seekers!'","The Beach Resort package includes 7 nights at a 5-star resort with all meals, daily snacks, and access to water sports. Flights from major U.S. cities start at $1,499 per person. Would you like details on specific dates or help booking?",1.0,0.079,0.59,1.0,0.23
84,3,"I appreciate the offer and the inclusion of scuba diving in the updated amenities. However, I have a budget of $15567 and I cannot go beyond that. Can you offer any concessions to accommodate my budget?",Thank you for your feedback and your interest in our updated amenities. We understand your budget constraints and appreciate your willingness to compromise. I can offer you a concession and accommodate your budget by offering this package at $21096.379900976917. I hope this meets your expectations and allows you to enjoy all the wonderful experiences we have to offer.,"I understand your budget concern. Let me adjust the package: remove scuba diving ($2000), switch to local pickup instead of airport transfer ($800), and reduce meal plan to breakfast only ($1200). This brings the total to **$17,900**. Would you like to further trim costs by excluding the kids club or scooter rentals? Alternatively, I can explore a 7-day version at **$15,200** (minus 2 nights). Let me know your preference!",1.0,0.101,0.516,0.985,0.275
84,5,"Thank you for considering my budget constraints. While I appreciate the concession, $21096.379900976917 is still beyond my budget. Can we possibly consider a price closer to $16138.230779976819?","I understand your budget constraints and appreciate your offer. I can lower the price to $20468.111767817045, which is closer to your proposed price of $16138.230779976819. What do you say about this offer?","I apologize for the previous offers not aligning with your budget. I can propose a 25% discount on the original package price, bringing the total to **$16,425**. This is the maximum flexibility we can offer while maintaining the core inclusions (scuba diving, transportation, etc.). Would this work for you?",1.0,0.058,0.574,1.0,0.333
84,7,"I'm not interested in beach games, so please remove that amenity from the package.","I understand that you are not interested in beach games. In that case, I can remove that amenity from the package. An alternative option to consider within your budget is the Scuba diving activity, which will lower the overall cost of the tour to $20468.111767817045.","Agent: Understood! Removing beach games, the revised price is $18,999. This includes all other amenities. Would you like to proceed with this adjustment, or are further modifications needed?",1.0,0.015,0.508,1.0,0.24
84,9,"Yes, I would like to add the Scuba diving activity instead.","Thanks for your consent, we are adding the Scuba diving activity.","Great! Scuba diving is already included in the package. With beach games removed, your final package price is $20,468.11. This includes luxury stays, transportation, meals, scuba diving, jet skiing, and other listed amenities. Would you like to proceed with this booking?",1.0,0.049,0.484,1.0,0.148
84,11,"I appreciate the offer to add Scuba diving, but my budget for the tour package is $16584.82. Can we work with that?",Thank you for considering the offer to include Scuba diving in your tour package. I understand that your budget is $16584.82 and I appreciate your offer. Let's meet in the middle and I can offer you this package for $20478.11.,"I understand your budget of $16,584.82. To accommodate, we can adjust the package by removing additional amenities (e.g., kids' club access, scooter rentals) and opting for a standard room instead of luxury accommodation. This brings the price to **$16,499**. Would this work for you?",1.0,0.117,0.548,1.0,0.33
84,13,"I appreciate your offer, but I can only go up to $16993.96 for this package. Can we meet in the middle at that price?","I understand your budget constraints, but considering the extensive services and amenities included in this package, it would be difficult for us to meet in the middle at $16993.96. However, I can offer you a discounted price of $19000 for this package. This way, you can still enjoy the amazing Accommodation, Transportation, Meals, Island Excursions, and all the other amenities it offers within your budget.","Thank you for your continued interest! Considering your budget of $16,993.96, I can offer a final adjustment to **$18,230.00** by further streamlining the package (e.g., reducing activity options or simplifying accommodations). Would this work for you?",1.0,0.082,0.563,1.0,0.374
84,15,"Thank you for understanding my budget constraints. While I appreciate the discounted price of $19000, it is still a bit higher than what I had originally proposed. Is there any possibility of further negotiation to meet closer to my initial budget of $16993.96?","Thank you for expressing your budget constraints. While I understand your concern, I'm afraid it would be difficult to further negotiate the price down to $16993.96. The current discounted price of $19000 is already a significant reduction from the original budget. However, I assure you that this package offers exceptional value for the services provided, including luxurious accommodation, transportation, meals, island excursions, and a wide range of amenities such as scuba diving, beach games, jet skiing, and more. I highly recommend considering this offer as it promises an unforgettable and enjoyable experience.","I appreciate your persistence! After reviewing the package components, I can offer a final adjustment: **$17,500**. This includes all core amenities (luxury accommodation, transportation, meals, scuba diving, island excursions) but removes the kids’ club and scooter rentals to align closer with your budget. Would this work for you?",1.0,0.067,0.577,1.0,0.378
84,17,"Yes, I understand and appreciate the value of the package. I will go ahead and give my consent to the current price of $19000.",Thank you for your consent. We appreciate your understanding and will proceed with the current price of $19000 for the package.,"You're welcome! I'm glad we could reach an agreement. Your package at $19,000 includes luxurious accommodation, transportation, meals, scuba diving, island excursions, and all other listed amenities (excluding beach games). I’ll process your booking immediately and send over the confirmation details. Looking forward to your unforgettable getaway! 😊",1.0,0.013,0.492,1.0,0.194
84,19,"I'm really happy with the tour package offer. Let's go ahead with it, thanks!",I'm happy to inform you that we can go ahead and close the deal. Thank you for choosing our tour package!,"You're very welcome! I'm thrilled you're excited about the package. Your booking is all set for $19,000. Would you like to proceed with payment or need help finalizing details? 😊",1.0,0.024,0.568,1.0,0.291
85,1,What meals are included in the Cultural Heritage Tour? What is included in the Education Tour package?,"The Education Tour package includes accommodation, transportation, meals, educational visits, language classes, guided study sessions, academic lectures for visited sites, cultural immersion, books and study guides, and collaborative project mentorship.","The **Cultural Heritage Tour** includes:  
- Daily breakfast  
- Lunch on Day 2 (local restaurant)  
- Traditional dinner on Day 3  

The **Education Tour package** includes:  
- Guided museum visits and entrance fees  
- Transportation between sites  
- Welcome breakfast  
- Boxed lunch on Day 2  
- No dinners included unless upgraded.  

Let me know if you need further details!",1.0,0.009,0.535,0.915,0.268
85,3,"I would like to enhance my learning experience, so please add Guided Study Sessions to the package.","Absolutely, adding Guided Study Sessions to the package will greatly enhance your learning experience. The final tour cost with this amenity is $18900.",The Education Tour already includes Guided Study Sessions. Would you like us to add extra sessions or tailor the topics to your interests? Let me know how to adjust the package!,1.0,0.08,0.562,1.0,0.333
85,5,I would like to remove the Cultural Immersion activity from the package as it is not something I am interested in.,"I understand that you are not interested in the Cultural Immersion activity. In that case, I would recommend the Collaborative Project mentorship as a low budget alternative. This will bring down the cost of the tour package to $18900.","Certainly, we can remove Cultural Immersion from your package. Your updated total is now $18,500. Let me know if you need further adjustments.",1.0,0.038,0.56,1.0,0.127
85,7,"No, I do not want to add the Collaborative Project mentorship as an alternative.","Thanks for your consent, we are not adding the Collaborative Project mentorship as an alternative.","Understood. If you prefer not to include Collaborative Project mentorship, we can exclude both Cultural Immersion and the mentorship from the package. The final cost will remain at $18900, as the original Education Tour already includes Guided Study Sessions and other core elements. Let me know if you'd like to adjust further!",1.0,0.051,0.567,1.0,0.206
85,9,"I'm sorry, but I would really like to have the Collaborative Project mentorship included in the package. Can you please add it and let me know if the budget can be adjusted accordingly?","Adding the Collaborative Project mentorship to the package will increase the budget. After recalculating, the new budget for the package with the added amenity will be $20500. Please let me know if this fits within your budget.","Sure, I'll add the Collaborative Project mentorship to your package. The total cost remains **$18,900**. Let me know if you need further adjustments!",1.0,0.178,0.635,1.0,0.387
85,11,"I'm sorry, but I cannot go beyond my proposed budget of $14800.","I understand that you have a specific budget in mind. However, considering the comprehensive package we are offering which includes accommodation, transportation, meals, educational visits, language classes, and amenities such as guided study sessions, academic lectures, cultural immersion, and collaborative project mentorship, the package is priced at $18840. We believe this package will provide you with a valuable educational and cultural experience. If a lower budget is a concern, we can discuss alternatives and make adjustments accordingly.","I understand your budget constraint of $14,800. To accommodate this, we can revert to the base Education Tour package (without Guided Study Sessions, Cultural Immersion, or Collaborative Project mentorship) and adjust other inclusions (e.g., standard accommodation, limited meal plans, or simplified transportation). Let me know if this works or if you'd like specific adjustments.",1.0,0.057,0.655,1.0,0.373
85,13,"Yes, I would like to proceed with the comprehensive package.","Thanks for your consent, we will proceed with the comprehensive package.","Understood. The comprehensive package is priced at $18,840. Please confirm if this amount is acceptable, or let me know if we need to adjust the package to align with your $14,800 budget.",1.0,0.022,0.528,1.0,0.267
85,15,Thank you for considering my proposal. I look forward to experiencing the comprehensive package.,Thank you for choosing our tour package! We are excited to have you as our customer. Let's close the deal and get ready for an amazing experience.,"You're welcome! We're excited to welcome you to the comprehensive Education Tour package. The final cost is $18,840, which includes all requested amenities. Please confirm your payment details or let us know if you need further assistance. Safe travels!",1.0,0.058,0.565,1.0,0.257
86,1,What is included in the Festive Splendor: A Celebration Tour package?,"This package includes accommodation, transportation, meals, festival events, traditional costume dress-up and photoshoot, cultural workshops and demonstrations, souvenir shopping assistance, local customs assistance, karaoke party, and cultural workshops and demonstrations.","The **Festive Splendor: A Celebration Tour** includes:  
- 7-night accommodation in a 4-star hotel with holiday-themed decor.  
- Daily breakfast and 3 festive dinners (e.g., Christmas Eve, New Year’s Eve, and a local specialty night).  
- Guided tours of iconic holiday markets, historic sites, and seasonal attractions.  
- Round-trip flights and airport transfers.  
- Entry to exclusive events like a holiday concert or light show.  
- 24/7 tour support and travel insurance.  

Let me know if you’d like details on specific destinations or activities! 🎄✨",1.0,0.008,0.515,1.0,0.154
86,3,What is included in the accommodation for Festive Splendor: A Celebration Tour?,The accommodation for the Festive Splendor: A Celebration Tour includes three nights of stay at a comfortable and luxurious hotel.,"The accommodation in the Festive Splendor package includes 5 nights in a 4-star hotel with daily breakfast, 2 nights in a traditional cultural resort with private bathrooms, and a 1-night homestay experience with a local family. All stays include round-trip airport transfers and curated festival-viewing locations.",0.0,0.088,0.651,0.956,0.343
86,5,"I'm not really interested in a Karaoke Party, so please remove that amenity from the package.","I understand that you're not interested in the Karaoke Party amenity. If your budget is $0, we can recommend a lower-cost alternative which is the Cultural workshops and demonstrations. This will bring down the price of the tour to $11400.",Understood! We'll remove the karaoke party from your package. Let me confirm the revised details and any adjustments needed.,1.0,0.011,0.551,1.0,0.226
86,7,Ok I would like to add Cultural workshops and demonstrations as an amenity.,"Thanks for your consent, we are adding Cultural workshops and demonstrations as an amenity.","The Cultural Workshops and Demonstrations are already included in your revised package (with the Karaoke Party removed). Your updated total remains $11,400. Would you like to proceed with this version?",1.0,0.021,0.512,1.0,0.267
86,9,"Thank you for adding Cultural workshops and demonstrations as an amenity. However, I must emphasize that my budget for the tour package is $9632 and I cannot exceed that amount. Can you work with this budget?","I understand your budget constraints, but considering the extensive services and amenities included in the package, it is not possible to lower the price to $9632. However, I can offer you a discounted rate of $10500, which is the best I can do.","Understood. To accommodate your $9632 budget, we can adjust the package by downgrading accommodation to a standard hotel, removing the traditional costume dress-up and photoshoot, and reducing the number of included meals. The revised package will still include all cultural workshops, festival events, and transportation. Is this acceptable?",1.0,0.021,0.564,1.0,0.348
86,11,"Thank you for understanding my budget constraints. While I appreciate the discounted rate of $10500, I'm afraid I won't be able to stretch my budget beyond $9632. Is there any possibility of further negotiation for a lower price?","I understand your budget constraints, and I appreciate your offer of $9632. While I'm unable to go down to that exact price, I can offer you a discounted rate of $10,981. However, please understand that this is the lowest possible rate I can provide.","I'm sorry, but $10500 is the lowest possible price for the package with the current inclusions. We can't adjust further without removing key amenities. Let me know if you'd like to explore other options within your budget.",1.0,0.104,0.593,1.0,0.279
86,13,"Thank you for understanding my budget constraints. However, I'm afraid that $10,981 is still a bit higher than what I had in mind. Is there any possibility of further negotiation or additional discounts?",I'm happy to accept this tour package deal. Thank you!,"I appreciate your flexibility, but I’m unable to reduce the price further due to fixed operational costs. However, I can review alternative packages or adjust amenities to better fit your budget. Let me know if you’d like to explore other options!",1.0,0.008,0.523,1.0,0.185
87,1,"Hello, I am interested in purchasing the Wildlife Safari package. Can you please provide me with information about the package and its price?","Hello! The Wildlife Safari package offers guided safari tours, accommodation, and meals. It also includes amenities like birdwatching opportunities, photography workshops, wildlife viewing platforms, binoculars rental, camera rental, and a walking safari guide. The price for this package is $29250. It's a great opportunity to explore and experience the diverse wildlife in a thrilling safari adventure.","Sure! The Wildlife Safari package includes 4 days/3 nights in a national park, guided game drives, accommodation in a safari lodge, meals, and a wildlife expert guide. Prices start at $2,499 per person. Would you like details on departure dates or booking assistance?",1.0,0.151,0.637,0.976,0.353
87,3,I would prefer not to have a Walking safari guide included in the package.,"I understand that you would like to remove the Walking safari guide from the package due to budget constraints. As an alternative, we can remove the Walking safari guide and adjust the package cost accordingly. The updated price for the tour package without the Walking safari guide would be $29250. Please let me know if you have any other preferences or if there is anything else I can assist you with.","Sure! We can adjust the package to exclude the walking safari guide. The revised price would be $28,500. Would you like to proceed with this customization, or are there other adjustments you’d prefer?",1.0,0.08,0.682,1.0,0.453
87,5,"No, I do not want to remove the Walking safari guide.","Thanks for your consent, we will keep the Walking safari guide as a service.",Understood! The original package with the Walking safari guide will remain at $29250. Let me know if you'd like to proceed or need further assistance!,1.0,0.158,0.549,1.0,0.25
87,7,"Thank you for considering my proposal. However, I would still like to negotiate the price. Can we make any adjustments to the package to meet my budget of $21621?","Thank you for your interest in our package. I understand that you would like to negotiate the price further. While I appreciate your budget constraints, I'm afraid we cannot go down to $21621. However, let me see if we can make any adjustments to the package to meet your budget. I can offer you a discounted rate of $28176.671785551363. Please let me know if this works for you.","Certainly! To meet your budget of $21,621, we can adjust the package by:  
- Downgrading accommodation to a standard room (from luxury suite).  
- Reducing the number of included meals (e.g., removing one dinner).  
- Shortening the tour duration by 1 day.  

Would these adjustments work for you? Let me know your preference!",1.0,0.128,0.547,1.0,0.344
87,9,Thank you for your understanding. I still find the offered rate of $28176.671785551363 to be higher than what I can afford. Is there any possibility of bringing it down closer to my budget of $22466.216948215948?,"Thank you for your feedback, I understand that the offered rate may still be higher than your budget. Allow me to make an adjustment for you. I can bring it down closer to your budget and offer you this package at $27337.5465392077.","I appreciate your budget constraints. Let me explore further adjustments. I can offer a revised rate of **$22,466.22** by removing the **photography workshops, camera rental, and one night of premium accommodation** (standard lodge replacement). The walking guide and core safari experiences remain intact. Would this adjusted package work for you?",1.0,0.103,0.558,1.0,0.316
87,11,"I appreciate your adjustments, but I really cannot go beyond my proposed budget of $22466.216948215948. Is there any way you can further reduce the price?","I understand that you have a budget constraint, but the package I have proposed already includes several amenities and services that provide a unique wildlife experience. However, I can try to make some adjustments and provide you with accommodation options that can lower the cost to $24000. This is the best I can do considering the high-quality services and amenities included.","I understand your budget constraints. After reviewing the package, I can adjust it further by removing the photography workshop and camera rental, and opting for standard accommodation instead of luxury. This brings the price down to **$22,466.22**, matching your proposed budget. Would this revised package work for you?",1.0,0.088,0.589,1.0,0.321
87,13,"Thank you for considering my budget constraints. I appreciate the effort to find accommodation options that can lower the cost. However, I can only afford $23087.92 for this package. Is there any way we can work around this price?","Thank you for your understanding. I understand your budget constraints, but unfortunately, we cannot lower the price any further for this package. The current price of $27337.5465392077 is already discounted and reflects the best possible value for the services and amenities included. However, we can explore alternative options that may better fit your budget. Would you like me to suggest any other packages or destinations within your price range?","I appreciate your persistence in seeking a suitable price. After reviewing all possible adjustments, the lowest we can offer while maintaining the package's quality is **$24,000**. This includes all core services and amenities. If this is still outside your budget, I recommend exploring our shorter-duration or mid-range safari options. Let me know how you'd like to proceed!",1.0,0.081,0.606,1.0,0.379
87,15,"I'm interested in birdwatching, so please add Birdwatching Opportunities to the package.","Absolutely! Adding the Birdwatching Opportunities amenity will enhance your experience. The total cost of the tour package, including this amenity, is $28037.5465392077.","The Wildlife Safari package already includes birdwatching opportunities as part of the standard amenities. If you'd like to enhance this experience (e.g., extended sessions or expert-guided birdwatching), we can explore upgrades, but this may affect the price. Unfortunately, we cannot reduce the current rate further, but we’re happy to adjust other elements to stay within your budget if possible. Let me know how you’d like to proceed!",1.0,0.04,0.519,0.985,0.274
87,17,"I appreciate your offer, but I'm afraid I cannot increase my budget beyond $23787.91551961812. Is there any possibility for a lower price or any other concessions?","I apologize, but we are unable to offer this package at the price you are requesting.","I understand your budget limit. To accommodate $23,787.92, we can streamline the package by removing non-essential amenities like camera rental and photography workshops. This reduces the cost to **$23,787.92** while retaining core services: guided safari, walking guide, birdwatching, binoculars, and accommodation. Would this revised package work for you?",1.0,0.016,0.433,1.0,0.203
88,1,"Hello, I am interested in buying the Beach Getaway package. Can you please provide me with information about the package and its price?","Absolutely! The Beach Getaway package is perfect for beach lovers and water sports enthusiasts. It includes beachside accommodation, delicious meals, and a wide range of water sports activities such as snorkeling, diving, surfing, and jet skiing. Additionally, you can enjoy sunset cruises, relax at beach bars, and have fun with beach bonfires. You can also rent beach umbrellas, chairs, and water sports equipment. All of this comes at a great price of $11450.","Sure! The Beach Getaway package includes a 7-night stay at a 5-star beachfront resort, daily breakfast, round-trip flights, and a sunset cruise. The price is $1,299 per person, all-inclusive. Dates are flexible—would you like more details or to proceed with booking?",1.0,0.095,0.595,1.0,0.267
88,3,"I appreciate the offer, but my budget is limited to $9349. Is there any way to adjust the package to fit within this budget?","I understand that you have a limited budget, but this tour package offers an amazing beachside experience with various water sports activities and amenities. Unfortunately, it would not be possible to adjust the package to fit within your budget of $9349. However, I can offer you a discounted rate of $10500, which is the best I can do. This package is truly worth the price and will provide you with a memorable beach vacation.","We can adjust the Beach Getaway package to fit your budget. Options include shortening the stay (e.g., 5 vs. 7 days), opting for a mid-range accommodation instead of beachside luxury, or excluding premium add-ons like sunset cruises or equipment rentals. Would you prefer one of these adjustments, or is there a specific aspect you’d like to prioritize? Let me know, and I’ll finalize the revised cost!",1.0,0.099,0.537,1.0,0.317
88,5,"No, I'm afraid that's still beyond my budget. Thank you for your offer though.","I understand that the price is still a concern for you. I appreciate your consideration and if you have any other questions or if there's anything else I can assist you with, please let me know.","I completely understand. If you'd like, I can suggest alternative packages or help you explore options for a more budget-friendly beach vacation. Let me know how I can assist further!",1.0,0.124,0.569,0.966,0.435
88,7,"I don't plan on participating in any water sports, so please remove the amenity Water sports equipment rental from the package.","We understand that you do not plan on participating in any water sports. Therefore, we can remove the amenity of Water sports equipment rental from the package. As an alternative, we can offer you a Beach umbrella rental, which will lower the price of the tour to $11450.","I'm sorry, but the package price is based on the overall value and included amenities, so removing the water sports equipment rental wouldn't reduce the cost. The minimum adjusted rate remains $10,500. Would you like to explore other budget-friendly travel options instead?",1.0,0.102,0.586,1.0,0.319
88,9,"No, I do not want to add Beach umbrella rental as an alternative.","Thanks for your response, we will not add Beach umbrella rental as an alternative.","We can adjust the package by removing both water sports equipment rental and beach umbrella rental. This will bring the total price down to **$9349**, which fits your budget exactly. The package will now include beachside accommodation, meals, sunset cruises, beach bars, and bonfires. Would you like to proceed with this updated package?",1.0,0.012,0.495,1.0,0.179
88,11,"That's fine, if Beach umbrella rental is not included as an alternative. However, I am still unable to go above my proposed budget of $7849. Can you provide any further concessions?",I'm happy to say that we have a deal! Thank you for choosing our tour package.,"I understand your budget constraints. After reviewing the package, we can remove additional amenities like sunset cruises and beach bonfires to reduce the price to **$10,200**. However, this still exceeds your $7,849 budget. Unfortunately, no further adjustments are feasible without compromising core accommodations and meals. Would you like me to suggest alternative, more budget-friendly beach destinations?",1.0,0.01,0.451,1.0,0.132
89,1,"Hi there, I'm really interested in purchasing the Mountain Resort package. Can you please provide me with some details about the package and its cost?","Hi there! The Mountain Resort package is perfect for adventure and nature lovers. It includes accommodation, transportation, and meals. You'll get to enjoy activities like scenic rides, snowboarding, mountain biking, rock climbing, indoor swimming pool, and gourmet dining. All of this is available for the affordable price of $19750. It's a fantastic deal for a memorable mountain getaway!","Certainly! The Mountain Resort package includes a 3-night stay in a cozy cabin, daily breakfast, and access to amenities like the on-site spa, hiking trails, and a hot tub. The cost is $499 per person (based on double occupancy). Prices may vary during peak seasons. Would you like help booking or checking availability?",1.0,0.108,0.601,1.0,0.278
89,3,"I appreciate the offer, but I can only afford up to $15918.451443858423 for this package. Can we work within that budget?",I understand your budget constraints and I appreciate your offer. Let me see what I can do. How about I offer you a discounted rate of $19025.2741116116 for this package?,"Agent: I understand your budget concern! Let me adjust the package for you. If we opt for a 3-star accommodation instead of 5-star and exclude the gourmet dining experience, we can bring the cost down to $15,918.45. Would that work for you?",1.0,0.16,0.565,1.0,0.338
89,5,"Thank you for your understanding. I really appreciate the discounted rate that you have offered. However, I can only go up to $16358.956338135582 for this package. Is there any possibility of reaching a compromise at this price?","Sir, I would like to recommend the amenity Snowboarding, which would add an additional cost of $19025.27 to the tour package. Would you be interested in including Snowboarding in your tour?","I truly appreciate your interest in the Mountain Resort package! While $19,025.27 is the best rate I can offer for the full package, I can explore adjusting the duration (e.g., a 4-day stay instead of 5) or opting for a standard room instead of a deluxe suite to better align with your budget. Would either of these options work for you?",1.0,0.015,0.556,0.967,0.247
89,7,"Yes, I would like to add Snowboarding as an amenity.","Thanks for your consent, we are adding Snowboarding as an amenity.","Great! I'll add Snowboarding to your Mountain Resort package. Your updated total, including this amenity, will be **$19,025.27**. Let me know if this works for you or if further adjustments are needed!",1.0,0.02,0.513,1.0,0.217
89,9,"Thank you for adding snowboarding as an amenity. However, I wanted to confirm if the package price can be adjusted to fit my proposed budget of $16758.95.",Thank you for considering our tour package. Let's proceed with closing the deal.,"I understand your budget concern. Let me adjust the package. The revised total, including snowboarding, can be brought down to **$16,758.95** by removing the indoor swimming pool access and adjusting meal plans. Would you like to proceed with this adjusted package?",1.0,0.055,0.499,1.0,0.211
90,1,"Hi there, I'm really interested in the Beach Resort package. Can you please provide me with more information about the package and its price?","Hello! The Beach Resort package offers luxurious accommodation, transportation, and meals. You will have the opportunity to enjoy various activities such as scuba diving, beach games, jet skiing, and exploring the islands. The package also includes access to a kids club, beachfront lounging, and scooter rentals. All of this is available for a budget-friendly price of $21900. It's the perfect getaway for beach lovers and adventure seekers!","The Beach Resort package includes a 7-night all-inclusive stay, daily breakfast, two gourmet dinners, a guided snorkeling tour, and a $100 spa credit. The price is **$1,299 per person** (valid for travel between June 1–August 31). Would you like me to check availability or adjust any details?",1.0,0.088,0.577,1.0,0.267
90,3,"I appreciate the offer and the inclusion of scuba diving in the updated amenities. However, I have a budget of $15567 and I cannot go beyond that. Can you offer any concessions to accommodate my budget?",Thank you for your feedback and your interest in our updated amenities. We understand your budget constraints and appreciate your willingness to compromise. I can offer you a concession and accommodate your budget by offering this package at $21096.379900976917. I hope this meets your expectations and allows you to enjoy all the wonderful experiences we have to offer.,"I understand your budget concern. Let me adjust the package: a 5-day stay in a standard room, excluding the kids club and scooter rentals, with half-board meals (breakfast and dinner). This brings the total to **$15,200**. Scuba diving and beach activities remain included. Would you like further tweaks or details?",1.0,0.084,0.494,1.0,0.25
90,5,"Thank you for considering my budget constraints. While I appreciate the concession, $21096.379900976917 is still beyond my budget. Can we possibly consider a price closer to $16138.230779976819?","I understand your budget constraints and appreciate your offer. I can lower the price to $20468.111767817045, which is closer to your proposed price of $16138.230779976819. What do you say about this offer?","I understand your budget is still tight. Let’s adjust the package: remove the kids club and scooter rentals, downgrade to standard accommodation, and reduce meal inclusions to breakfast only. This brings the price to **$16,138.23**—matching your request. Would this work for your needs?",1.0,0.19,0.539,1.0,0.321
90,7,"I'm not interested in beach games, so please remove that amenity from the package.","I understand that you are not interested in beach games. In that case, I can remove that amenity from the package. An alternative option to consider within your budget is the Scuba diving activity, which will lower the overall cost of the tour to $20468.111767817045.","Sure! Removing beach games from your package, I can adjust the price to **$19,850**. This reflects the revised amenities while keeping the core experiences intact. Let me know if this works for you!",1.0,0.064,0.558,1.0,0.35
90,9,"Yes, I would like to add the Scuba diving activity instead.","Thanks for your consent, we are adding the Scuba diving activity.","Agent: Great! Scuba diving is already included in the package. Since we've removed beach games, let’s finalize the adjusted price at **$19,850** to better align with your budget. Does this work for you?",1.0,0.069,0.478,1.0,0.255
90,11,"I appreciate the offer to add Scuba diving, but my budget for the tour package is $16584.82. Can we work with that?",Thank you for considering the offer to include Scuba diving in your tour package. I understand that your budget is $16584.82 and I appreciate your offer. Let's meet in the middle and I can offer you this package for $20478.11.,"I understand your budget of $16,584.82. To accommodate, I can adjust the package by removing the kids club and upgrading scuba diving to a premium experience, bringing the total to **$17,200**. Would you consider this final offer?",1.0,0.164,0.616,1.0,0.434
90,13,"I appreciate your offer, but I can only go up to $16993.96 for this package. Can we meet in the middle at that price?","I understand your budget constraints, but considering the extensive services and amenities included in this package, it would be difficult for us to meet in the middle at $16993.96. However, I can offer you a discounted price of $19000 for this package. This way, you can still enjoy the amazing Accommodation, Transportation, Meals, Island Excursions, and all the other amenities it offers within your budget.","I understand your budget of $16,993.96. Let's finalize this: I can offer the package at **$17,000**, including scuba diving and all other core amenities. Does this work for you?",1.0,0.096,0.597,1.0,0.424
90,15,"Thank you for understanding my budget constraints. While I appreciate the discounted price of $19000, it is still a bit higher than what I had originally proposed. Is there any possibility of further negotiation to meet closer to my initial budget of $16993.96?","Thank you for expressing your budget constraints. While I understand your concern, I'm afraid it would be difficult to further negotiate the price down to $16993.96. The current discounted price of $19000 is already a significant reduction from the original budget. However, I assure you that this package offers exceptional value for the services provided, including luxurious accommodation, transportation, meals, island excursions, and a wide range of amenities such as scuba diving, beach games, jet skiing, and more. I highly recommend considering this offer as it promises an unforgettable and enjoyable experience.","I appreciate your persistence and understanding. After reviewing the package details, I can offer a final adjustment: **$17,000**. This includes all core amenities (accommodation, transportation, meals, scuba diving, island excursions) but removes non-essential perks like the kids club and scooter rentals. Let me know if this works!",1.0,0.048,0.577,1.0,0.308
90,17,"Yes, I understand and appreciate the value of the package. I will go ahead and give my consent to the current price of $19000.",Thank you for your consent. We appreciate your understanding and will proceed with the current price of $19000 for the package.,"You're welcome! I'm glad we could reach an agreement. Your consent to the $19,000 package is noted. Next steps include confirming your payment and finalizing your booking details. Let me know if you need further assistance!",1.0,0.02,0.559,1.0,0.267
90,19,"I'm really happy with the tour package offer. Let's go ahead with it, thanks!",I'm happy to inform you that we can go ahead and close the deal. Thank you for choosing our tour package!,"You're very welcome! We're thrilled you're excited about the package. Your booking for the Beach Resort package at $19,000 is all set. Enjoy your luxurious getaway with scuba diving, island excursions, and more! Let us know if you need further assistance. Safe travels! 🌴",1.0,0.015,0.535,1.0,0.203
91,1,What meals are included in the Cultural Heritage Tour? What is included in the Education Tour package?,"The Education Tour package includes accommodation, transportation, meals, educational visits, language classes, guided study sessions, academic lectures for visited sites, cultural immersion, books and study guides, and collaborative project mentorship.","**Cultural Heritage Tour:** Includes daily breakfast, 2 included lunches (local cuisine), and a welcome dinner.  
**Education Tour:** Includes daily breakfast and a mid-week group dinner; lunches are not included for flexibility.",1.0,0.018,0.54,0.9,0.226
