conversation_id,turn_no,utterance,new_agent_reply,Gemma Single Response
19,3,What about the accommodation facility in Family Adventure Expedition: Fun for Everyone?,"Sir, this package offers a range of amenities like Family-Friendly Excursions, Sightseeing Tours, Children's Activity Programs and Supervision, Photography Services to Capture Family Moments, White Water Rafting Expedition, Zip Lining and Aerial Adventure, Nature Hiking, and Wildlife Exploration, which will provide you with lots of adventurous joy and thrilling experiences.",We offer comfortable family suites with ample space and kid-friendly amenities.
19,5,"Can you negotiate on the rates so that I can buy this package for $6,100?","It will cost $8,100. We are not offering any concessions.",Let me check on that for you.
19,7,"Okay. Let's close this deal for $8,100.",Thanks for your consideration. I can close the deal with acceptance. Thank you.,Great! Let me finalize the booking for you.
20,1,Can I do language classes in the Education Tour?,"This package will provide you with Language Classes for learning, and you can also do Educational Visits while enjoying the tour.","Yes, absolutely! We offer language classes as part of our Education Tours."
20,3,"This is not what I am looking for. I am only looking for accommodation. I cannot pay more than $15,200.","I think I can offer you the package for $17,800. You can have it for $17,800.","I understand. Let me check for accommodation options within your budget of $15,200."
20,5,"$17,800 is too much for me. Let's close this in $15,200.",Thanks for your time. I will book the ticket for you.,"Okay, let’s see what we can do."
21,1,"Hey!, I want to buy this package, what will be the cost of Majestic Mountains Retreat?",The price of the package is $5000.,"It's $2,500 per person."
21,3,What all we will do in Adventure Trekking Expedition?,"You will experience trekking to and from base camp, camping with camping gear. You will have a great chance to photograph wildlife during day and night safari. You will also enjoy a hot air balloon safari to get a panoramic bird's eye view of the jungle.","You’ll experience guided hikes, river rafting, and wildlife spotting."
21,5,Please tell me the current cost.,The package will cost you $30800.,$5000.
21,7,I will go up to $23000. $25000 budget is not in my budget?,"You are giving the budget for trekking and camping, there will be a lot of adventure and thrilling experience in trekking. You should think about the experience this can provide you and your family. Your budget of $25000 can cover only trekking services, we have to pay for the hotel accommodation, food for the trekking team. So we are giving this trekking package at the price of $30800.","Okay, let's see what we can do with a $23,000 budget."
21,9,"Ok, I am fine with this.","So, we have $29600 as the budget for the tour package. We have this package which costs $30600. We can take a concession for 1 day, and the tour package for all three days costs $29860.",Great! Let's book it then.
21,11,"I want to camp in the woods, please add camping gear.","Ok sir, after adding the amenity camping gear the final cost of the tour package is $38600.","Okay, let's add camping gear to your package. That will be an additional $500."
21,13,"That's over my budget, I am closing this deal in $34000.","Sir, I would like to recommend the amenity Gear Rental, by which the cost of the tour package is $38600. Would you like to?","Okay, let's see if we can work with that. The package with camping gear costs $38600. We can offer a discount of $4600, bringing the total to $34000. Would you like to proceed?"
21,15,No thanks. I am satisfied with my gear.,"Thank you for your feedback, I will pass it to my fellow guides.","Okay, let's proceed with the $38600 package then."
21,17,"First of all, all your examples are full sentences with subject and verb. That means they are interrogative sentences. Interrogative sentences are not ""direct questions"" or ""indirect questions"".","Hi, let's finalize this and get this booked, Thanks.",I understand your point. I apologize for the mistake. Let's focus on your travel plans. How can I help you today?
22,1,"Hello, I want to buy this package, what will be the cost of Wellness Retreat?","This package will make you focus on your well-being, the price of the package is $45000.",The Wellness Retreat package costs $2500.
22,3,This package is too high and I'm not interested in spending more than $11300.,How much is your budget?,I understand. Let me see what other options we have within your budget.
22,5,"I like healing, please add Healing Therapies in the package.","You will save $20 for adding healing therapies, so the final cost is $15400.","Okay, let’s add Healing Therapies. We can adjust the package to fit your budget."
22,7,I am offering $13500. What do you think about this price for this complete package?,I can give you a concession for one of the packages in $14700.,It’s a good offer. Let me check with my team.
22,9,"I can afford $13000, $14700 is beyond my budget.","Sir, It will be amazing if you add the amenity Relaxation Areas, the cost of the tour package would be $14700.","Okay, let's see what we can do."
22,11,"Ok, I would like to add relaxation area.","Thanks for your consent, we are adding relaxation area.","Okay, let's add the Relaxation Areas. The total cost will be $14700."
22,13,"Thanks, it's all confirmed, please let me know the amount.","Thanks, I will accept the tour package.",The total amount is $14700.
23,1,"Hi, I am interested in this package, what will be the price for the Cruise Package?","This package will cost you $40000, which is an amazing package for the cruising experience.","It’s $2,500 per person."
23,3,"I prefer fishing and diving in this tour, so please remove Snorkeling Adventure from my package.","I can't make the package with less than $23500, that's why I suggest a Casino as an alternative which will cost only $23500.","Okay, I’ve removed the Snorkeling Adventure."
23,5,"Ok, I would like to add Casino as an amenity.","Thanks for your consent, we are adding Casino as an amenity.","Okay, let's add the Casino amenity to your package. It will be an additional $23500. Does that sound good?"
